
position,career_WS
Point Guard,4.6
Shooting Guard,4.6
Power Forward,4.6
Center,4.6
Center,5.1
Point Guard,5.3
Power Forward,5.3
Center,5.4
Small Forward,5.4
Shooting Guard,5.5
Power Forward,5.6
Shooting Guard,5.6
Small Forward,5.6
Power Forward,5.6
Shooting Guard,5.7
Shooting Guard,6
Center,6
Center,6
Power Forward,6.2
Power Forward,6.3
Center,6.3
Small Forward,6.4
Power Forward,6.6
Point Guard,6.6
Center,6.6
Power Forward,6.9
Power Forward,6.9
Center,7
Center,7
Small Forward,7.1
Small Forward,7.4
Point Guard,7.4
Point Guard,7.4
Center,7.7
Center,7.7
Point Guard,7.7
Point Guard,7.7
Shooting Guard,7.8
Shooting Guard,8
Power Forward,8.1
Center,8.1
Center,8.9
Shooting Guard,9
Point Guard,9.2
Center,9.3
Point Guard,9.5
Point Guard,9.6
Center,9.7
Small Forward,10.2
Point Guard,10.4
Point Guard,10.4
Point Guard,10.5
Shooting Guard,10.7
Shooting Guard,10.7
Point Guard,11
Shooting Guard,11.2
Power Forward,11.4
Shooting Guard,11.5
Point Guard,12.1
Point Guard,12.4
Shooting Guard,12.5
Shooting Guard,13.3
Center,13.5
Point Guard,13.7
Point Guard,13.8
Power Forward,14.2
Small Forward,14.3
Shooting Guard,14.3
Point Guard,14.4
Small Forward,14.5
Power Forward,14.9
Power Forward,15
Small Forward,15.4
Small Forward,15.7
Small Forward,16
Small Forward,16.9
Center,17
Center,17.3
Center,17.5
Center,17.7
Point Guard,17.7
Small Forward,17.8
Shooting Guard,20.3
Center,20.9
Point Guard,21.8
Point Guard,21.9
Point Guard,22.3
Point Guard,22.9
Shooting Guard,22.9
Shooting Guard,23.2
Point Guard,23.5
Center,24
Point Guard,24.1
Power Forward,27.1
Small Forward,27.6
Small Forward,27.6
Power Forward,28.6
Power Forward,29.2
Point Guard,30.2
Shooting Guard,32.7
Small Forward,34.9
Power Forward,36.1
Center,36.2
Shooting Guard,36.9
Point Guard,38.6
Small Forward,38.8
Shooting Guard,39.3
Small Forward,39.3
Small Forward,42.9
Point Guard,47.5
Power Forward,47.7
Center,47.9
Shooting Guard,48.3
Point Guard,49.7
Point Guard,49.8
Shooting Guard,49.9
Center,56
Point Guard,56.5
Small Forward,65.2
Power Forward,83.4
Center,92
Small Forward,104.2
Center,108.7
Small Forward,108.8
Center,247.3
Point Guard,-
